MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-02099-0036,"3681 BROADWAY
New York, NY
(40.873337880794, -73.911571077503)",1,10031,40.831051,-73.947087,9,7,237,1062470,1020990036,Hamilton Heights                                                           ,HARLEM-UPPER,D4-ELEVATOR,51,1920,67254,773421,11.5,368552,5.48,404869,2598000,38.63,1-02002-0002,"583 RIVERSIDE DRIVE
New York, NY
(40.821344600283, -73.957183463693)",HARLEM-WEST,D1-ELEVATOR,70,1930,67350,783954,11.64,446531,6.63,337423,2161000,32.09,0.85,1-02026-0029,"2400 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D7-ELEVATOR,57,1905,58569,672372,11.48,383041,6.54,289331,1397000,23.85,0.9,, , , , , , , , , , , , , , 
1-00765-0016,"237 15 STREET
New York, NY
(40.665150242432, -73.988380925589)",1,,,,,,,,,,CHELSEA,C6-WALK-UP,15,1905,7100,261564,36.84,57723,8.13,203841,1501000,211.41,1-00618-0013,"240 14 STREET
New York, NY
(40.666472632498, -73.989506943602)",GREENWICH VILLAGE-WEST,C7-WALK-UP,9,1910,7017,325527,46.39,50904,7.25,274623,4313000,614.65,0.1,1-00618-0022,"220 14 STREET
New York, NY
(40.739105, -74.00098)",GREENWICH VILLAGE-WEST,C7-WALK-UP,17,1920,8050,411960,51.18,72462,9,339498,2542000,315.78,0.1,, , , , , , , , , , , , , , 
1-01147-0056,"166 76 STREET
New York, NY
(40.631579051347, -74.031670591938)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,41,1900,28300,814757,28.79,281302,9.94,533455,4006000,141.55,1-01129-0047,"22 77 STREET
New York, NY
(40.63205523324, -74.037085739379)",UPPER WEST SIDE (59-79),D1-ELEVATOR,42,1921,26910,889231,33.04,189083,7.03,700148,5205000,193.42,0.17,1-01169-0042,"226 78 STREET
New York, NY
(40.6297270061, -74.030616821475)",UPPER WEST SIDE (59-79),D1-ELEVATOR,42,1925,27100,780225,28.79,269477,9.94,510748,3835000,141.51,0.16,1-01143-0027,113 WEST 71 STREET,UPPER WEST SIDE (59-79),D3-ELEVATOR,38,1913,"36,364","1,030,791",28.35,"201,995",5.55,"828,796","5,961,000",163.93,0.21
1-02149-0265,"121 FT GEORGE AVENUE
New York, NY
(40.857524325521, -73.926894297746)",1,10040,40.857464,-73.926992,12,10,277,1063591,1021490265,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,C6-WALK-UP,44,1960,40304,455032,11.29,242630,6.02,212402,1367000,33.92,1-02149-0270,"133 FT GEORGE AVENUE
New York, NY
(40.857308488234, -73.927173087575)",WASHINGTON HEIGHTS UPPER,C1-WALK-UP,40,1924,35135,416435,11.85,246917,7.03,169518,1082000,30.8,0,1-02159-0083,"2608 AMSTERDAM AVENUE
New York, NY
(40.853513349271, -73.926948257068)",WASHINGTON HEIGHTS UPPER,C7-WALK-UP,55,1925,45125,483704,10.72,225888,5.01,257816,1598000,35.41,0.15,, , , , , , , , , , , , , , 
1-00624-0008,"791 GREENWICH STREET
New York, NY
(40.737257990543, -74.006484297339)",1,10014,40.737322,-74.006481,2,3,79,1011369,1006240008,West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,37,1915,24116,963434,39.95,264070,10.95,699364,5286000,219.19,1-00624-0019,"601 HUDSON STREET
New York, NY
(40.737132085459, -74.005773832936)",GREENWICH VILLAGE-WEST,C4-WALK-UP,11,1930,9550,477618,50.01,84489,8.85,393129,2946000,308.48,0,1-00629-0025,"320 14 STREET
New York, NY
(40.603148414826, -74.011874488523)",GREENWICH VILLAGE-WEST,C4-WALK-UP,9,1901,8250,284107,34.44,72178,8.75,211929,3551000,430.42,0.21,, , , , , , , , , , , , , , 
1-00921-0019,"333 14 STREET
New York, NY
(40.602940602855, -74.011996720205)",1,,,,,,,,,,KIPS BAY,D4-ELEVATOR,210,1965,197904,6200332,31.33,2117573,10.7,4082759,30477000,154,1-00467-0025,"232 12 STREET
New York, NY
(40.668193969222, -73.989569302684)",EAST VILLAGE,D6-ELEVATOR,69,1929,65602,1886714,28.76,736054,11.22,1150660,8641000,131.72,0.21,1-00899-0040,"222 19 STREET
New York, NY
(40.602516583915, -74.006627016324)",GRAMERCY,D9-ELEVATOR,106,1963,87960,2980580,33.89,1280541,14.56,1700039,12615000,143.42,0.24,, , , , , , , , , , , , , , 
1-01225-0023,"109 94 STREET
New York, NY
(40.618799724573, -74.036849139229)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,50,1936,44094,1054288,23.91,391555,8.88,662733,4825000,109.43,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182707, -74.036697857332)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0.05,1-01241-0038,"204 94 STREET
New York, NY
(40.618529330097, -74.0358424351)",UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1910,17760,472756,26.62,175787,9.9,296969,2147000,120.89,0.14,, , , , , , , , , , , , , , 
1-00527-0010,"32 DOWNING STREET
New York, NY
(40.72932379231, -74.003584448535)",1,10014,40.729396,-74.003467,2,3,67,1077819,1005270010,West Village                                                               ,GREENWICH VILLAGE-WEST,D4-ELEVATOR,20,1910,10000,365000,36.5,103900,10.39,261100,1924000,192.4,1-00412-0008,"186 ORCHARD STREET
New York, NY
(40.722023475367, -73.988237053365)",LOWER EAST SIDE,D6-ELEVATOR,22,1930,12225,432830,35.41,127237,10.41,305593,2259000,184.79,0.93,1-00449-0017,"56 ST MARK'S PLACE
New York, NY
(40.728147858386, -73.986618273712)",EAST VILLAGE,D1-ELEVATOR,24,2005,16454,645820,39.25,219661,13.35,426159,3223000,195.88,0.85,, , , , , , , , , , , , , , 
1-01335-0022,"45 TUDOR CITY PLACE
New York, NY
(40.7494258176, -73.970169673796)",1,10017,40.749171,-73.970333,6,4,88,1038660,1013350022,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,406,1927,215715,6380850,29.58,2489351,11.54,3891499,29174000,135.24,1-01318-0022,"825 2 AVENUE
New York, NY
(40.751431305725, -73.971033022944)",MIDTOWN EAST,D6-ELEVATOR,249,1964,210810,8914182,42.29,2549801,12.1,6364381,48022000,227.8,0.21,1-01336-0040,"310 44 STREET
New York, NY
(40.650784354714, -74.010724413262)",MIDTOWN EAST,D9-ELEVATOR,328,1929,206598,7580592,36.69,2391465,11.58,5189127,38223000,185.01,0.07,1-01338-0040,314 EAST 46 STREET,MIDTOWN EAST,D6-ELEVATOR,250,1981,"253,256","11,671,611",46.09,"3,754,492",14.82,"7,917,119","59,532,000",235.07,0.16
1-00564-0001,"31 12 STREET
New York, NY
(40.671541520368, -73.996397829494)",1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,86,1929,65926,2517714,38.19,887364,13.46,1630350,12338000,187.15,1-00571-0025,"120 UNIVERSITY PLACE
New York, NY
(40.73469492276, -73.992122124531)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,2256204,38.05,818227,13.8,1437977,10884000,183.54,0.11,1-00575-0077,"55 11 STREET
New York, NY
(40.671044407806, -73.993574423385)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,1924,63943,2450267,38.32,838784,13.12,1611483,12194000,190.7,0.25,, , , , , , , , , , , , , , 
1-01875-0061,"890 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,82,1926,114330,2145974,18.77,605949,5.3,1540025,11067000,96.8,1-01878-0025,"203 106 STREET
New York, NY
(40.800576002759, -73.965946295887)",UPPER WEST SIDE (96-116),D3-ELEVATOR,76,1926,108052,1966546,18.2,943294,8.73,1023252,7365000,68.16,0.17,1-01878-0021,"209 106 STREET
New York, NY
(40.80079502855, -73.966471957783)",UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,106149,2051860,19.33,963833,9.08,1088027,7802000,73.5,0.17,, , , , , , , , , , , , , , 
1-01562-0038,"416 83 STREET
New York, NY
(40.624764206167, -74.027016222198)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,22,1930,8345,305427,36.6,81781,9.8,223646,1648000,197.48,1-01562-0036,"420 83 STREET
New York, NY
(40.624708418376, -74.026925288099)",UPPER EAST SIDE (79-96),C1-WALK-UP,12,1930,8345,257766,30.89,89270,10.7,168496,1259000,150.87,0,1-01562-0031,"430 83 STREET
New York, NY
(40.624568948885, -74.026697952828)",UPPER EAST SIDE (79-96),C1-WALK-UP,22,1930,8345,352994,42.3,120085,14.39,232909,1757000,210.55,0,, , , , , , , , , , , , , , 
1-01508-0031,"179 79 STREET
New York, NY
(40.629378077725, -74.032329199457)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,59,1928,61300,2876809,46.93,790770,12.9,2086039,15676000,255.73,1-01510-0033,"1430 3 AVENUE
New York, NY
(40.775748973397, -73.956212195901)",UPPER EAST SIDE (79-96),D7-ELEVATOR,23,1925,24793,1236872,49.89,222018,8.95,1014854,7260000,292.82,0.1,1-01412-0012,"117 77 STREET
New York, NY
(40.631199887925, -74.033238618216)",UPPER EAST SIDE (59-79),D3-ELEVATOR,40,1929,29500,1384419,46.93,380450,12.9,1003969,7545000,255.76,0.14,1-01509-0006,107 EAST 80 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,33,1925,"52,272","2,335,704",44.68,"712,236",13.63,"1,623,468","12,219,000",233.76,0.1
1-01565-0017,"435 85 STREET
New York, NY
(40.623118251008, -74.027193141935)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,70,1958,35000,1251250,35.75,379400,10.84,871850,6441000,184.03,1-01551-0012,"319 88 STREET
New York, NY
(40.622001331855, -74.031302747135)",UPPER EAST SIDE (79-96),C1-WALK-UP,60,1940,28170,960607,34.1,256044,9.09,704563,5222000,185.37,0.21,1-01563-0011,"427 83 STREET
New York, NY
(40.624667372874, -74.026743480962)",UPPER EAST SIDE (79-96),C1-WALK-UP,87,1910,40600,1518097,37.39,511001,12.59,1007096,7406000,182.41,0.1,, , , , , , , , , , , , , , 
1-01397-0066,"116 63 STREET
New York, NY
(40.642738045189, -74.026250770573)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,36,1920,87968,2961883,33.67,906950,10.31,2054933,15256000,173.43,1-01398-0006,"103 63 STREET
New York, NY
(40.642311269898, -74.025427870612)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1173708,32.36,221664,6.11,952044,7087000,195.37,0.05,1-01398-0008,"107 63 STREET
New York, NY
(40.642290222092, -74.025391985828)",UPPER EAST SIDE (59-79),D7-ELEVATOR,15,1920,17250,580754,33.67,177842,10.31,402912,2991000,173.39,0.05,1-01379-0030,47 EAST 64 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,40,1929,"41,692","1,726,049",41.4,"587,023",14.08,"1,139,026","8,600,000",206.27,0.14
1-02179-0500,"689 FT WASHINGTON AVENUE
New York, NY
(40.857281508574, -73.935473829906)",1,10040,40.857216,-73.935538,12,10,273,1064381,1021790500,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,84,1928,56686,875232,15.44,463125,8.17,412107,2827000,49.87,1-02180-0473,"182 BENNETT AVENUE
New York, NY
(40.85624728824, -73.933971962117)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,60,1940,60654,933071,15.38,468774,7.73,464297,2651000,43.71,0.13,1-02180-0480,"4411 BROADWAY
New York, NY
(40.85564474248, -73.933207538392)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,91,1928,74355,1152121,15.49,640357,8.61,511764,3507000,47.17,0.19,, , , , , , , , , , , , , , 
1-01398-0010,"125 63 STREET
New York, NY
(40.642195506965, -74.0252305043)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,38,1923,60748,2045385,33.67,626312,10.31,1419073,10535000,173.42,1-01398-0006,"103 63 STREET
New York, NY
(40.642311269898, -74.025427870612)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1173708,32.36,221664,6.11,952044,7087000,195.37,0,1-01398-0008,"107 63 STREET
New York, NY
(40.642290222092, -74.025391985828)",UPPER EAST SIDE (59-79),D7-ELEVATOR,15,1920,17250,580754,33.67,177842,10.31,402912,2991000,173.39,0,1-01379-0030,47 EAST 64 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,40,1929,"41,692","1,726,049",41.4,"587,023",14.08,"1,139,026","8,600,000",206.27,0.11
1-01507-0056,"16 96 STREET
New York, NY
(40.61592035086, -74.037731701388)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,43,1930,67704,1855767,27.41,584286,8.63,1271481,9169000,135.43,1-01602-0033,"1240 PARK AVENUE
New York, NY
(40.786837614018, -73.952515982361)",UPPER EAST SIDE (96-110),D7-ELEVATOR,39,1920,47822,1628817,34.06,570038,11.92,1058779,7849000,164.13,0.11,1-01602-0050,"1391 MADISON AVENUE
New York, NY
(40.787673983506, -73.953846978964)",UPPER EAST SIDE (96-110),D7-ELEVATOR,48,1920,44184,1206931,27.32,340829,7.71,866102,6247000,141.39,0.11,1-01602-0066,6 EAST 97 STREET,UPPER EAST SIDE (96-110),D1-ELEVATOR,24,1930,"14,952","409,857",27.41,"129,092",8.63,"280,765","2,025,000",135.43,0.06
1-00569-0003,"45 5 AVENUE
New York, NY
(40.734308214287, -73.99483807706)",1,10003,40.734237,-73.994891,2,2,61,1009273,1005690003,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,65,1925,45248,1433909,31.69,450218,9.95,983691,7338000,162.17,1-00576-0076,"71 12 STREET
New York, NY
(40.671131483763, -73.995539469751)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1088095,28.77,228499,6.04,859596,6455000,170.66,0.16,1-00567-0005,"29 5 AVENUE
New York, NY
(40.733193054971, -73.995656460106)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,17,1920,16247,556098,34.23,139782,8.6,416316,3085000,189.88,0.09,, , , , , , , , , , , , , , 
1-01030-0048,"230 CENTRAL PARK
New York, NY
(40.767193274375, -73.979881500483)",1,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan                                                ,MIDTOWN WEST,D4-ELEVATOR,78,1938,82835,2529781,30.54,743858,8.98,1785923,13354000,161.21,1-01029-0036,"910 7 AVENUE
New York, NY
(40.7660003226, -73.979702487307)",MIDTOWN WEST,D6-ELEVATOR,66,1913,94166,3039352,32.28,895319,9.51,2144033,15962000,169.51,0.05,1-01048-0026,"307 57 STREET
New York, NY
(40.643592681736, -74.018329671011)",MIDTOWN WEST,D6-ELEVATOR,125,1928,75617,2272731,30.06,755320,9.99,1517411,11365000,150.3,0.19,1-01010-0046,134 WEST 58 STREET,MIDTOWN WEST,D7-ELEVATOR,121,1930,"61,791","1,887,336",30.54,"554,759",8.98,"1,332,577","9,964,000",161.25,0.16
1-01708-0038,"424 115 STREET
New York, NY
(40.805582451225, -73.960276608575)",1,,,,,,,,,,HARLEM-EAST,C6-WALK-UP,15,1910,6032,92109,15.27,47532,7.88,44577,253000,41.94,1-01783-0042,"210 119 STREET
New York, NY
(40.805274830724, -73.951483956216)",HARLEM-EAST,C4-WALK-UP,14,1900,9590,119640,12.48,62000,6.47,57640,386000,40.25,0.35,1-01788-0043,"210 124 STREET
New York, NY
(40.808451998704, -73.949268430306)",HARLEM-EAST,C4-WALK-UP,15,1910,10610,191636,18.06,98510,9.28,93126,671000,63.24,0.53,, , , , , , , , , , , , , , 
1-01270-0017,"25 54 STREET
New York, NY
(40.648038151181, -74.021157966967)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,70,1939,72845,2178066,29.9,543424,7.46,1634642,12247000,168.12,1-01271-0012,"51 55 STREET
New York, NY
(40.647311236473, -74.021447435526)",MIDTOWN WEST,D6-ELEVATOR,37,1916,38704,1101489,28.46,287656,7.43,813833,5852000,151.2,0.05,1-01271-0007,"57 55 STREET
New York, NY
(40.647270957414, -74.021384779213)",MIDTOWN WEST,D6-ELEVATOR,105,1962,112000,4018994,35.88,1350053,12.05,2668941,19697000,175.87,0.05,1-01007-0051,140 WEST 55 STREET,MIDTOWN WEST,D7-ELEVATOR,36,1912,"26,496","792,252",29.9,"197,586",7.46,"594,666","4,455,000",168.14,0.18
1-01138-0001,"141 AMSTERDAM AVENUE
New York, NY
(40.775020522553, -73.984262049995)",1,10023,40.774897,-73.984338,7,6,153,1028837,1011380001,Lincoln Square                                                             ,UPPER WEST SIDE (59-79),D4-ELEVATOR,376,1962,367600,12263136,33.36,4311948,11.73,7951188,59068000,160.69,1-01030-0058,"240 CENTRAL PARK
New York, NY
(40.767293510231, -73.980123032667)",MIDTOWN WEST,D6-ELEVATOR,340,1940,387428,14066581,36.31,5333606,13.77,8732975,64383000,166.18,0.55,1-01024-0001,"870 8 AVENUE
New York, NY
(40.763895909051, -73.984945534737)",MIDTOWN WEST,D6-ELEVATOR,387,1965,380441,11566789,30.4,3684094,9.68,7882695,58954000,154.96,0.77,, , , , , , , , , , , , , , 
1-01905-0036,"100 121 STREET
New York, NY
(40.805245882018, -73.947499297551)",1,,,,,,,,,,HARLEM-CENTRAL,C6-WALK-UP,26,1932,34689,466567,13.45,258433,7.45,208134,1379000,39.75,1-01726-0039,"2096 5 AVENUE
New York, NY
(40.808817044415, -73.940501040049)",HARLEM-CENTRAL,D7-ELEVATOR,34,1921,35952,490292,13.64,239780,6.67,250512,1650000,45.89,0.44,1-01925-0036,"1990 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D1-ELEVATOR,45,1940,52680,698668,13.26,433660,8.23,265008,1760000,33.41,0.15,, , , , , , , , , , , , , , 
1-00871-0021,"22 IRVING PLACE
New York, NY
(40.734883780386, -73.988111148281)",1,10003,40.734929,-73.988074,6,2,50,1017794,1008710021,Gramercy                                                                   ,GRAMERCY,D4-ELEVATOR,29,1945,16200,599724,37.02,101898,6.29,497826,3664000,226.17,1-00927-0038,"320 22 STREET
New York, NY
(40.659113903277, -73.991295168789)",KIPS BAY,D9-ELEVATOR,94,1948,67048,2481933,37.02,421819,6.29,2060114,15162000,226.14,0.38,1-00929-0050,"310 24 STREET
New York, NY
(40.660037860089, -73.995833776841)",KIPS BAY,D9-ELEVATOR,70,1975,44835,1005097,22.42,320916,7.16,684181,5002000,111.56,0.47,1-00449-0017,56 ST MARK'S PLACE,EAST VILLAGE,D1-ELEVATOR,24,2005,"16,454","645,820",39.25,"219,661",13.35,"426,159","3,223,000",195.88,0.47
1-01547-0049,"1632 2 AVENUE
New York, NY
(40.776999031018, -73.952363097616)",1,10028,40.77695,-73.952408,8,5,14601,1078565,1015470049,Yorkville                                                                  ,UPPER EAST SIDE (79-96),D4-ELEVATOR,202,1987,218170,7902117,36.22,2107522,9.66,5794595,42730000,195.86,1-01548-0009,"315 85 STREET
New York, NY
(40.62425880977, -74.030255859086)",UPPER EAST SIDE (79-96),D1-ELEVATOR,22,1985,13000,447816,34.45,139889,10.76,307927,2281000,175.46,0.06,1-01532-0004,"1533 3 AVENUE
New York, NY
(40.779301295413, -73.953631141677)",UPPER EAST SIDE (79-96),D6-ELEVATOR,179,1991,222000,8432539,37.98,1897717,8.55,6534822,40700000,183.33,0.17,, , , , , , , , , , , , , , 
