MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-01387-0021,"31 72 STREET
New York, NY
(40.635673460552, -74.035902058731)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,34,1917,61437,2389285,38.89,536959,8.74,1852326,14012000,228.07,1-01406-0054,"993 LEXINGTON AVENUE
New York, NY
(40.770182170036, -73.962372551802)",UPPER EAST SIDE (59-79),D7-ELEVATOR,39,1914,73396,3048279,41.53,1037156,14.13,2011123,15183000,206.86,0.2,1-01391-0002,"952 5 AVENUE
New York, NY
(40.775329430265, -73.964904228432)",UPPER EAST SIDE (59-79),D9-ELEVATOR,38,1923,41287,1605662,38.89,361009,8.74,1244653,9415000,228.04,0.22,1-01409-0021,1033 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,"71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.22
1-01166-0001,"300 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,35,1917,125030,3922191,31.37,1230295,9.84,2691896,20093000,160.71,1-01144-0001,"261 AMSTERDAM AVENUE
New York, NY
(40.778797675077, -73.981465158484)",UPPER WEST SIDE (59-79),D6-ELEVATOR,65,1906,111997,3603673,32.18,896271,8,2707402,20161000,180.01,0.23,1-01210-0001,"401 AMSTERDAM AVENUE
New York, NY
(40.783357237765, -73.978173639857)",UPPER WEST SIDE (79-96),D6-ELEVATOR,80,1927,106521,3238313,30.4,1064065,9.99,2174248,16261000,152.66,0.33,, , , , , , , , , , , , , , 
1-01146-0049,"136 75 STREET
New York, NY
(40.632472991504, -74.032163194948)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,30,1940,27176,777777,28.62,183710,6.76,594067,4463000,164.23,1-01143-0020,"133 71 STREET
New York, NY
(40.635378987735, -74.031516142339)",UPPER WEST SIDE (59-79),D3-ELEVATOR,36,1928,30712,887166,28.89,244770,7.97,642396,4823000,157.04,0.16,1-01143-0027,"113 71 STREET
New York, NY
(40.635541800994, -74.032209712038)",UPPER WEST SIDE (59-79),D3-ELEVATOR,38,1913,36364,1030791,28.35,201995,5.55,828796,5961000,163.93,0.16,, , , , , , , , , , , , , , 
1-00485-0025,"85 MERCER STREET
New York, NY
(40.722958770277, -73.999982199067)",1,10012,40.723006,-73.999978,2,1,49,1007268,1004850025,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D0-ELEVATOR,19,1920,24900,758454,30.46,176541,7.09,581913,4352000,174.78,1-00504-0019,"202 AVENUE
New York, NY
(40.756053999992, -73.986951000288)",SOHO,D9-ELEVATOR,37,1910,21740,895746,41.2,194875,8.96,700871,5293000,243.47,0.25,1-00501-0006,"423 BROADWAY
New York, NY
(40.719685238091, -74.001636951601)",SOHO,D7-ELEVATOR,28,1910,20670,969368,46.9,221865,10.73,747503,5617000,271.75,0.14,, , , , , , , , , , , , , , 
1-02072-0037,"502 141 STREET
New York, NY
(40.822703887725, -73.949566968877)",1,,,,,,,,,,HARLEM-UPPER,C6-WALK-UP,12,1910,12270,163559,13.33,63068,5.14,100491,667000,54.36,1-02071-0029,"1606 AMSTERDAM AVENUE
New York, NY
(40.821542451129, -73.950303650169)",HARLEM-WEST,C7-WALK-UP,19,1910,13413,185841,13.86,80421,6,105420,695000,51.82,0.05,1-02073-0034,"1650 AMSTERDAM AVENUE
New York, NY
(40.82310727146, -73.949170504412)",HARLEM-UPPER,C7-WALK-UP,9,1920,10252,136703,13.33,52658,5.14,84045,1094000,106.71,0.05,1-02072-0008,559 WEST 140 STREET,HARLEM-UPPER,C1-WALK-UP,15,1920,"12,745","149,702",11.75,"79,995",6.28,"69,707","446,000",34.99,0.08
1-01404-0033,"1186 3 AVENUE
New York, NY
(40.768005810725, -73.961841951805)",1,10021,40.767909,-73.961953,8,4,120,1042497,1014040033,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,66,1961,132724,4042773,30.46,1357767,10.23,2685006,20079000,151.28,1-01424-0010,"219 69 STREET
New York, NY
(40.636396520941, -74.028079748202)",UPPER EAST SIDE (59-79),D3-ELEVATOR,145,1957,163875,4914187,29.99,1259445,7.69,3654742,27376000,167.05,0.12,1-01426-0029,"242 72 STREET
New York, NY
(40.633856361907, -74.028510807591)",UPPER EAST SIDE (59-79),D6-ELEVATOR,71,1930,97750,2977333,30.46,999812,10.23,1977521,14789000,151.29,0.15,1-01427-0028,1393 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,"166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.19
1-00576-0022,"30 13 STREET
New York, NY
(40.609004172527, -74.007137287171)",1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,30,1900,60692,2242569,36.95,843012,13.89,1399557,10302000,169.74,1-00575-0077,"55 11 STREET
New York, NY
(40.671044407806, -73.993574423385)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,1924,63943,2450267,38.32,838784,13.12,1611483,12194000,190.7,0.05,1-00570-0017,"24 13 STREET
New York, NY
(40.60912058213, -74.007016644492)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,25,1910,27760,935230,33.69,315404,11.36,619826,4602000,165.78,0.15,1-00574-0072,57 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,23,1915,"13,278","490,592",36.95,"184,463",13.89,"306,129","2,253,000",169.68,0.1
1-00748-0001,"311 24 STREET
New York, NY
(40.660020481781, -73.995689884516)",1,,,,,,,,,,CHELSEA,D4-ELEVATOR,763,1963,817041,19388383,23.73,4681645,5.73,14706738,107200000,131.21,1-01052-0001,"576 10 AVENUE
New York, NY
(40.759965871783, -73.995224785532)",CLINTON,D6-ELEVATOR,1708,1976,2035745,62103532,30.51,21449045,10.54,40654487,187500000,92.1,0.9,1-00931-0001,"444 2 AVENUE
New York, NY
(40.739296900859, -73.979820271909)",KIPS BAY,D6-ELEVATOR,411,1970,435548,8313052,19.09,4619674,10.61,3693378,26501000,60.85,1.21,1-00896-0017,235 EAST 14 STREET,GRAMERCY,D6-ELEVATOR,18,1988,"22,254","372,647",16.75,"127,577",5.73,"245,070","1,773,000",79.67,1.16
1-01010-0053,"152 58 STREET
New York, NY
(40.645184589322, -74.022683008797)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,38,1916,38928,1230125,31.6,447672,11.5,782453,5838000,149.97,1-01010-0051,"150 58 STREET
New York, NY
(40.645209938452, -74.022725511474)",MIDTOWN WEST,D6-ELEVATOR,59,1927,39720,1268552,31.94,421453,10.61,847099,6316000,159.01,0,1-01010-0046,"134 58 STREET
New York, NY
(40.645412731398, -74.02306553273)",MIDTOWN WEST,D7-ELEVATOR,121,1930,61791,1887336,30.54,554759,8.98,1332577,9964000,161.25,0,1-01011-0025,117 WEST 58 STREET,MIDTOWN WEST,D9-ELEVATOR,102,1900,"66,173","2,091,041",31.6,"669,458",10.12,"1,421,583","10,606,000",160.28,0.05
1-01209-0049,"44 96 STREET
New York, NY
(40.616027832692, -74.037423747823)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,25,1964,20358,517908,25.44,162660,7.99,355248,2576000,126.54,1-01205-0022,"5 91 STREET
New York, NY
(40.621649228721, -74.040039227246)",UPPER WEST SIDE (79-96),D1-ELEVATOR,48,1972,48972,863907,17.64,473789,9.67,390118,2814000,57.46,0.2,1-01203-0031,"293 CENTRAL PARK
New York, NY
(40.767841663793, -73.981305601423)",UPPER WEST SIDE (79-96),D9-ELEVATOR,35,1925,21960,775354,35.31,250357,11.4,524997,3882000,176.78,0.3,, , , , , , , , , , , , , , 
1-01046-0054,"342 56 STREET
New York, NY
(40.643739745056, -74.017157576756)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,42,1930,28034,860644,30.7,335567,11.97,525077,3925000,140.01,1-01046-0009,"347 55 STREET
New York, NY
(40.644297438436, -74.016474634526)",MIDTOWN WEST,D3-ELEVATOR,96,1911,53952,1656546,30.7,645794,11.97,1010752,7555000,140.03,0,1-01045-0050,"330 55 STREET
New York, NY
(40.644418670727, -74.01679635957)",MIDTOWN WEST,D1-ELEVATOR,62,1954,38542,1095785,28.43,402321,10.44,693464,4986000,129.37,0.05,1-01043-0005,369 WEST 52 STREET,MIDTOWN WEST,D5-ELEVATOR,48,1940,"37,030","1,432,276",38.68,"411,437",11.11,"1,020,839","7,723,000",208.56,0.15
1-01328-0017,"231 54 STREET
New York, NY
(40.646456369137, -74.018535129373)",1,,,,,,,,,,MIDTOWN EAST,C6-WALK-UP,15,1900,6040,201555,33.37,53333,8.83,148222,1101000,182.28,1-01326-0029,"246 53 STREET
New York, NY
(40.646767775925, -74.01767211216)",MIDTOWN EAST,C7-WALK-UP,22,1900,12915,489247,37.88,148251,11.48,340996,2581000,199.85,0.1,1-01309-0041,"160 55 STREET
New York, NY
(40.646538730857, -74.02029371982)",MIDTOWN CBD,D6-ELEVATOR,46,1955,26000,867694,33.37,229646,8.83,638048,4740000,182.31,0.12,1-01347-0036,338 EAST 55 STREET,MIDTOWN EAST,C5-WALK-UP,10,1950,"6,000","196,330",32.72,"78,263",13.04,"118,067","1,395,000",232.5,0.14
1-02061-0032,"729 ST NICHOLAS AVENUE
New York, NY
(40.825004840942, -73.944062355285)",1,10031,40.824968,-73.944093,9,9,231,1061396,1020610032,Hamilton Heights                                                           ,HARLEM-UPPER,C6-WALK-UP,14,1920,3867,52398,13.55,22429,5.8,29969,198000,51.2,1-02051-0083,"165 EDGECOMBE AVENUE
New York, NY
(40.822144996889, -73.944565975622)",HARLEM-CENTRAL,C1-WALK-UP,20,1910,13680,185307,13.55,116637,8.53,68670,454000,33.19,0.2,1-02051-0081,"169 EDGECOMBE AVENUE
New York, NY
(40.822243922312, -73.94452100952)",HARLEM-CENTRAL,C1-WALK-UP,20,1910,13680,185307,13.55,116637,8.53,68670,454000,33.19,0.2,1-02031-0053,238 WEST 146 STREET,HARLEM-CENTRAL,C1-WALK-UP,13,1920,"14,700","205,800",14,"47,219",3.21,"158,581","1,043,000",70.95,0.3
1-01585-0013,"521 88 STREET
New York, NY
(40.620012332164, -74.026523178894)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,16,1920,8805,328338,37.29,82591,9.38,245747,1807000,205.22,1-01585-0016,"527 88 STREET
New York, NY
(40.619914790328, -74.026330046058)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,1920,8805,351636,39.94,87454,9.93,264182,1997000,226.8,0,1-01584-0044,"512 88 STREET
New York, NY
(40.620122756703, -74.02687220173)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,1910,8935,309502,34.64,78844,8.82,230658,1708000,191.16,0.05,, , , , , , , , , , , , , , 
1-02002-0042,"601 136 STREET
New York, NY
(40.820872872026, -73.954727579266)",1,,,,,,,,,,HARLEM-WEST,D4-ELEVATOR,43,1926,46841,449205,9.59,219216,4.68,229989,1298000,27.71,1-02002-0002,"583 RIVERSIDE DRIVE
New York, NY
(40.821344600283, -73.957183463693)",HARLEM-WEST,D1-ELEVATOR,70,1930,67350,783954,11.64,446531,6.63,337423,2161000,32.09,0.05,1-01967-0069,"405 127 STREET
New York, NY
(40.793165613213, -73.840682512535)",HARLEM-WEST,C1-WALK-UP,36,1926,20484,153820,7.51,86131,4.2,67689,401000,19.58,0.54,, , , , , , , , , , , , , , 
1-01184-0087,"304 75 STREET
New York, NY
(40.631392600416, -74.027613753734)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,120,1930,77310,2107471,27.26,392735,5.08,1714736,12370000,160.01,1-01163-0053,"244 72 STREET
New York, NY
(40.633842622891, -74.02845499284)",UPPER WEST SIDE (59-79),D6-ELEVATOR,92,1928,87150,2375709,27.26,949935,10.9,1425774,10285000,118.01,0.21,1-01165-0056,"244 74 STREET
New York, NY
(40.63248232096, -74.028992922633)",UPPER WEST SIDE (59-79),D6-ELEVATOR,39,1922,40050,1045795,26.11,372662,9.3,673133,4873000,121.67,0.12,1-01169-0008,2181 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,"114,767","3,505,905",30.55,"1,339,684",11.67,"2,166,221","16,196,000",141.12,0.17
1-02243-0347,"50 PARK TERRACE
New York, NY
(40.713673411047, -74.010227479983)",1,,,,,,,,,,INWOOD,D4-ELEVATOR,50,1925,47477,686043,14.45,306701,6.46,379342,2625000,55.29,1-02243-0358,"235 SEAMAN AVENUE
New York, NY
(40.871346905112, -73.918764426601)",INWOOD,D1-ELEVATOR,52,1935,47180,751623,15.93,228410,4.84,523213,3571000,75.69,0.06,1-02243-0241,"5025 BROADWAY
New York, NY
(40.869413362749, -73.91658806729)",INWOOD,D7-ELEVATOR,75,1925,61380,813609,13.26,396334,6.46,417275,2771000,45.14,0.07,1-02250-0080,254 SEAMAN AVENUE,INWOOD,D1-ELEVATOR,61,1925,"54,261","783,919",14.45,"350,608",6.46,"433,311","2,651,000",48.86,0.13
1-01211-0029,"418 COLUMBUS AVENUE
New York, NY
(40.782745698785, -73.97490910089)",1,10024,40.782726,-73.974926,7,6,165,1031975,1012110029,Upper West Side                                                            ,UPPER WEST SIDE (79-96),D4-ELEVATOR,63,1900,47487,1277875,26.91,392243,8.26,885632,6400000,134.77,1-01150-0029,"380 COLUMBUS AVENUE
New York, NY
(40.781450675063, -73.975844395801)",UPPER WEST SIDE (59-79),D6-ELEVATOR,43,1900,64200,1727556,26.91,530413,8.26,1197143,7370000,114.8,0.11,1-01228-0013,"2242 BROADWAY
New York, NY
(40.784670247928, -73.979225846631)",UPPER WEST SIDE (79-96),D6-ELEVATOR,49,1905,45640,1668070,36.55,530568,11.63,1137502,8381000,183.63,0.13,1-01227-0061,412 WEST END AVENUE,UPPER WEST SIDE (79-96),D1-ELEVATOR,37,1900,"49,840","784,299",15.74,"271,431",5.45,"512,868","3,508,000",70.39,0.23
1-01408-0040,"1280 3 AVENUE
New York, NY
(40.770865654778, -73.959782504358)",1,10021,40.77078,-73.959868,8,4,128,1043047,1014080040,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,123,1966,159929,5060154,31.64,1213861,7.59,3846293,28693000,179.41,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,166432,5538468,33.28,1246428,7.49,4292040,31890000,191.61,0.13,1-01424-0010,"219 69 STREET
New York, NY
(40.636396520941, -74.028079748202)",UPPER EAST SIDE (59-79),D3-ELEVATOR,145,1957,163875,4914187,29.99,1259445,7.69,3654742,27376000,167.05,0.24,, , , , , , , , , , , , , , 
1-01342-0042,"324 50 STREET
New York, NY
(40.647279996369, -74.013971126236)",1,,,,,,,,,,MIDTOWN EAST,C6-WALK-UP,24,1902,17076,609613,35.7,213450,12.5,396163,2927000,171.41,1-01341-0048,"306 49 STREET
New York, NY
(40.648028269374, -74.013698407934)",MIDTOWN EAST,C7-WALK-UP,17,1900,11500,437574,38.05,128186,11.15,309388,2342000,203.65,0.05,1-01341-0033,"342 49 STREET
New York, NY
(40.647655619685, -74.013083535947)",MIDTOWN EAST,C5-WALK-UP,47,1901,26590,981989,36.93,285698,10.74,696291,5126000,192.78,0.05,1-01341-0014,325 EAST 48 STREET,MIDTOWN EAST,C4-WALK-UP,17,1900,"6,640","311,890",46.97,"78,339",11.8,"233,551","1,755,000",264.31,0.05
1-01368-0036,"430 57 STREET
New York, NY
(40.642071220913, -74.015912774054)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,60,1926,103000,3384580,32.86,1467750,14.25,1916830,14254000,138.39,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.758796753145, -73.962570402649)",MIDTOWN EAST,D6-ELEVATOR,130,1929,140000,4480995,32.01,1999765,14.28,2481230,18496000,132.11,0.06,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025824, -73.964009317895)",MIDTOWN EAST,D6-ELEVATOR,132,1956,111792,3767318,33.7,1589771,14.22,2177547,16165000,144.6,0.1,, , , , , , , , , , , , , , 
1-01369-0012,"433 57 STREET
New York, NY
(40.64208966042, -74.015826153727)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,64,1927,90500,2943060,32.52,1186455,13.11,1756605,13072000,144.44,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.758796753145, -73.962570402649)",MIDTOWN EAST,D6-ELEVATOR,130,1929,140000,4480995,32.01,1999765,14.28,2481230,18496000,132.11,0,1-01349-0049,"1076 2 AVENUE
New York, NY
(40.759057556533, -73.965457226363)",MIDTOWN EAST,D6-ELEVATOR,167,1948,180000,5943853,33.02,2148608,11.94,3795245,28213000,156.74,0.15,, , , , , , , , , , , , , , 
1-01889-0043,"293 RIVERSIDE DRIVE
New York, NY
(40.799437115649, -73.972193148362)",1,10025,40.799383,-73.972261,7,6,187,1057149,1018890043,Upper West Side                                                            ,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1915,9619,239609,24.91,94074,9.78,145535,1057000,109.89,1-01872-0060,"244 101 STREET
New York, NY
(40.612885487979, -74.035372085617)",UPPER WEST SIDE (96-116),C4-WALK-UP,17,1925,9560,207304,21.68,92918,9.72,114386,838000,87.66,0.1,1-01891-0031,"314 105 STREET
New York, NY
(40.801044267457, -73.969317001364)",UPPER WEST SIDE (96-116),C5-WALK-UP,15,1923,6888,193805,28.14,67809,9.84,125996,907000,131.68,0.15,, , , , , , , , , , , , , , 
1-01489-0008,"509 77 STREET
New York, NY
(40.627839743918, -74.022979252202)",1,,,,,,,,,,UPPER EAST SIDE (59-79),C6-WALK-UP,287,1900,98580,3943200,40,1117897,11.34,2825303,21354000,216.62,1-01490-0028,"542 79 STREET
New York, NY
(40.625994520591, -74.023075613012)",UPPER EAST SIDE (59-79),C1-WALK-UP,113,1911,54792,2123625,38.76,575390,10.5,1548235,11712000,213.75,0.06,1-01490-0030,"532 79 STREET
New York, NY
(40.626107235632, -74.023258774954)",UPPER EAST SIDE (59-79),C1-WALK-UP,102,1911,44952,1860246,41.38,519240,11.55,1341006,10125000,225.24,0.06,1-01490-0015,519 EAST 78 STREET,UPPER EAST SIDE (59-79),C1-WALK-UP,100,1911,"44,764","1,790,489",40,"507,416",11.34,"1,283,073","9,697,000",216.62,0.06
1-02180-0450,"100 OVERLOOK TERRACE
New York, NY
(40.856337220443, -73.935150073975)",1,10040,40.855874,-73.935485,12,10,281,1064452,1021800450,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,172,1963,142470,2025923,14.22,759365,5.33,1266558,7953000,55.82,1-02180-0350,"620 FT WASHINGTON AVENUE
New York, NY
(40.85564474248, -73.936687914645)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,140,1937,148793,2142619,14.4,870439,5.85,1272180,8107000,54.49,0.07,1-02180-0340,"150 BENNETT AVENUE
New York, NY
(40.855267027228, -73.93437665703)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,153,1941,179130,2365357,13.2,772340,4.31,1593017,7832000,43.72,0,, , , , , , , , , , , , , , 
1-00850-0057,"30 22 STREET
New York, NY
(40.604890521039, -74.000381907923)",1,,,,,,,,,,FLATIRON,D4-ELEVATOR,23,1925,11380,412070,36.21,113345,9.96,298725,2203000,193.59,1-00850-0019,"21 21 STREET
New York, NY
(40.664861526165, -73.999059634908)",FLATIRON,D9-ELEVATOR,26,1900,14840,463502,31.23,122156,8.23,341346,2549000,171.77,0,1-00850-0062,"20 22 STREET
New York, NY
(40.605077708494, -74.000188682163)",FLATIRON,D9-ELEVATOR,23,1925,10512,476194,45.3,138233,13.15,337961,2543000,241.91,0,1-00850-0018,19 EAST 21 STREET,FLATIRON,D8-ELEVATOR,21,1925,"12,844","465,136",36.21,"127,888",9.96,"337,248","2,487,000",193.63,0
1-01212-0047,"134 82 STREET
New York, NY
(40.627499358985, -74.03478390264)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,20,1900,10568,317885,30.08,100713,9.53,217172,1627000,153.96,1-01212-0053,"150 82 STREET
New York, NY
(40.627383438476, -74.03426391636)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0,1-01210-0012,"147 79 STREET
New York, NY
(40.629612150649, -74.033321842043)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2491263,32.7,820130,10.76,1671133,12431000,163.15,0.1,, , , , , , , , , , , , , , 
1-01166-0061,"310 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,66,1925,85836,2031738,23.67,639478,7.45,1392260,10150000,118.25,1-01167-0059,"252 76 STREET
New York, NY
(40.63103412353, -74.029348511657)",UPPER WEST SIDE (59-79),D9-ELEVATOR,61,1903,50600,1150728,22.74,345967,6.84,804761,5880000,116.21,0.05,1-01186-0009,"325 77 STREET
New York, NY
(40.629874338684, -74.027658598517)",UPPER WEST SIDE (59-79),D3-ELEVATOR,48,1920,41931,1031169,24.59,337447,8.05,693722,5043000,120.27,0.18,, , , , , , , , , , , , , , 
1-00897-0001,"147 3 AVENUE
New York, NY
(40.734182309203, -73.98654632795)",1,10003,40.734072,-73.986599,6,2,48,1019523,1008970001,Gramercy                                                                   ,GRAMERCY,D4-ELEVATOR,55,1960,58000,2106560,36.32,680340,11.73,1426220,10515000,181.29,1-00897-0008,"207 15 STREET
New York, NY
(40.665690690991, -73.989493241661)",GRAMERCY,D9-ELEVATOR,61,1930,29088,1015754,34.92,328495,11.29,687259,5086000,174.85,0,1-00896-0015,"231 14 STREET
New York, NY
(40.60442538053, -74.010485536025)",GRAMERCY,D5-ELEVATOR,16,1915,13788,623440,45.22,141869,10.29,481571,3623000,262.76,0.05,1-00896-0048,135 3 AVENUE,GRAMERCY,D6-ELEVATOR,221,1962,"158,505","5,752,146",36.29,"1,955,952",12.34,"3,796,194","27,989,000",176.58,0.05
1-01406-0069,"751 PARK AVENUE
New York, NY
(40.770811695456, -73.963883412811)",1,10021,40.770869,-73.963984,8,4,128,1042830,1014060069,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,48,1914,130533,4284093,32.82,1592503,12.2,2691590,20018000,153.36,1-01406-0054,"993 LEXINGTON AVENUE
New York, NY
(40.770182170036, -73.962372551802)",UPPER EAST SIDE (59-79),D7-ELEVATOR,39,1914,73396,3048279,41.53,1037156,14.13,2011123,15183000,206.86,0.09,1-01426-0029,"242 72 STREET
New York, NY
(40.633856361907, -74.028510807591)",UPPER EAST SIDE (59-79),D6-ELEVATOR,71,1930,97750,2977333,30.46,999812,10.23,1977521,14789000,151.29,0.21,1-01409-0021,1033 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,"71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.18
1-01645-0015,"1894 LEXINGTON AVENUE
New York, NY
(40.799742885139, -73.940797816319)",1,10035,40.799786,-73.940784,11,8,182,1052337,1016450015,East Harlem North                                                          ,HARLEM-EAST,D4-ELEVATOR,64,1972,36000,716760,19.91,322560,8.96,394200,2178000,60.5,1-01681-0017,"333 109 STREET
New York, NY
(40.803834030173, -73.967696388834)",HARLEM-EAST,D1-ELEVATOR,35,2007,30327,793051,26.15,294172,9.7,498879,4464000,147.2,0.53,1-01644-0001,"101 116 STREET
New York, NY
(40.802084806624, -73.949753293987)",HARLEM-EAST,D1-ELEVATOR,47,1920,42570,847569,19.91,381427,8.96,466142,3335000,78.34,0.05,1-01783-0041,212 EAST 119 STREET,HARLEM-EAST,D9-ELEVATOR,30,1910,"31,796","485,573",15.27,"263,343",8.28,"222,230","1,049,000",32.99,0.22
