MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-02118-0011,"560 160 STREET
New York, NY
(40.835552280728, -73.942667704661)",1,,,,,,,,,,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,"1,909","17,330","243,833",14.07,"88,903",5.13,"154,930","826,000",47.66,1-02118-0042,"2002 AMSTERDAM AVENUE
New York, NY
(40.834249871403, -73.941022646826)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,23,"1,910","19,208","261,997",13.64,"136,185",7.09,"125,812","832,000",43.32,0,1-02118-0039,"2006 AMSTERDAM AVENUE
New York, NY
(40.834375776487, -73.940932714624)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,20,"1,906","16,672","241,818",14.5,"91,220",5.47,"150,598","981,000",58.84,0,, , , , , , , , , , , , , , 
1-01406-0017,"976 LEXINGTON AVENUE
New York, NY
(40.770029285291, -73.962480470446)",1,10021,40.769847,-73.962638,8,4,128,"1,042,806","1,014,060,017",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,112,"1,959","208,800","6,312,024",30.23,"1,870,848",8.96,"4,441,176","33,252,000",159.25,1-01426-0029,"242 72 STREET
New York, NY
(40.633856361907, -74.028510807591)",UPPER EAST SIDE (59-79),D6-ELEVATOR,71,"1,930","97,750","2,977,333",30.46,"999,812",10.23,"1,977,521","14,789,000",151.29,0.21,1-01385-0014,"17 70 STREET
New York, NY
(40.637719298798, -74.034830798671)",UPPER EAST SIDE (59-79),D5-ELEVATOR,14,"1,920","12,075","277,980",23.02,"72,374",5.99,"205,606","1,501,000",124.31,0.2,, , , , , , , , , , , , , , 
1-00871-0007,"105 15 STREET
New York, NY
(40.667511813119, -73.993266051689)",1,,,,,,,,,,GRAMERCY,D4-ELEVATOR,71,"1,900","37,802","1,320,046",34.92,"426,785",11.29,"893,261","6,610,000",174.86,1-00558-0044,"115 12 STREET
New York, NY
(40.670434681263, -73.994075591727)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,69,"1,900","41,750","2,162,000",51.78,"642,521",15.39,"1,519,479","11,371,000",272.36,0.18,1-00872-0050,"140 17 STREET
New York, NY
(40.604840194312, -74.006448544247)",GRAMERCY,D1-ELEVATOR,44,"1,930","29,796","954,688",32.04,"250,046",8.39,"704,642","5,253,000",176.3,0.1,1-00897-0008,207 EAST 15 STREET,GRAMERCY,D9-ELEVATOR,61,1930,"29,088","1,015,754",34.92,"328,495",11.29,"687,259","5,086,000",174.85,0.19
1-01124-0046,"20 72 STREET
New York, NY
(40.635829343509, -74.036741572993)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,170,"1,925","127,961","3,849,067",30.08,"1,135,014",8.87,"2,714,053","20,327,000",158.85,1-01124-0059,"50 72 STREET
New York, NY
(40.6354694992, -74.03531367271)",UPPER WEST SIDE (59-79),D7-ELEVATOR,213,"1,927","143,791","5,072,576",35.28,"1,698,857",11.81,"3,373,719","24,948,000",173.5,0,1-01148-0001,"341 AMSTERDAM AVENUE
New York, NY
(40.78136973608, -73.979621548324)",UPPER WEST SIDE (59-79),D6-ELEVATOR,103,"1,925","125,040","3,496,888",27.97,"1,216,908",9.73,"2,279,980","16,416,000",131.29,0.31,, , , , , , , , , , , , , , 
1-01389-0069,"936 5 AVENUE
New York, NY
(40.774256098829, -73.965718029751)",1,10021,40.774196,-73.965365,8,4,130,"1,041,673","1,013,890,069",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,34,"1,955","84,965","3,304,289",38.89,"742,594",8.74,"2,561,695","19,377,000",228.06,1-01390-0010,"9 75 STREET
New York, NY
(40.633566319344, -74.036529759772)",UPPER EAST SIDE (59-79),C5-WALK-UP,19,"1,952","13,176","418,431",31.76,"112,250",8.52,"306,181","2,211,000",167.81,0.05,1-01391-0002,"952 5 AVENUE
New York, NY
(40.775329430265, -73.964904228432)",UPPER EAST SIDE (59-79),D9-ELEVATOR,38,"1,923","41,287","1,605,662",38.89,"361,009",8.74,"1,244,653","9,415,000",228.04,0.1,1-01492-0049,1067 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,60,1955,"60,858","2,458,314",40.39,"766,850",12.6,"1,691,464","12,780,000",210,0.32
1-01393-0033,"888 PARK AVENUE
New York, NY
(40.77520938018, -73.960960616216)",1,10075,40.7753,-73.960772,8,4,142,"1,041,874","1,013,930,033",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,78,"1,926","183,101","7,532,775",41.14,"2,305,242",12.59,"5,227,533","39,477,000",215.6,1-01492-0036,"920 PARK AVENUE
New York, NY
(40.776583711197, -73.959991538052)",UPPER EAST SIDE (79-96),D9-ELEVATOR,72,"1,962","155,544","5,895,071",37.9,"2,014,709",12.95,"3,880,362","29,372,000",188.83,0.11,1-01390-0067,"945 5 AVENUE
New York, NY
(40.774840658148, -73.965295348397)",UPPER EAST SIDE (59-79),D6-ELEVATOR,110,"1,949","188,810","8,358,330",44.27,"2,481,212",13.14,"5,877,118","44,249,000",234.36,0.18,, , , , , , , , , , , , , , 
1-01142-0048,"140 71 STREET
New York, NY
(40.635216341915, -74.031078986853)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,80,"1,920","57,086","1,618,388",28.35,"316,827",5.55,"1,301,561","9,361,000",163.98,1-01143-0015,"145 71 STREET
New York, NY
(40.635279683424, -74.031101468547)",UPPER WEST SIDE (59-79),D3-ELEVATOR,68,"1,923","75,144","2,007,220",26.71,"771,071",10.26,"1,236,149","8,937,000",118.93,0.05,1-01143-0027,"113 71 STREET
New York, NY
(40.635541800994, -74.032209712038)",UPPER WEST SIDE (59-79),D3-ELEVATOR,38,"1,913","36,364","1,030,791",28.35,"201,995",5.55,"828,796","5,961,000",163.93,0.05,1-01143-0020,133 WEST 71 STREET,UPPER WEST SIDE (59-79),D3-ELEVATOR,36,1928,"30,712","887,166",28.89,"244,770",7.97,"642,396","4,823,000",157.04,0.05
1-00775-0022,"219 25 STREET
New York, NY
(40.599680076201, -74.002122166983)",1,,,,,,,,,,CHELSEA,D4-ELEVATOR,68,"1,939","62,586","1,740,517",27.81,"337,964",5.4,"1,402,553","10,103,000",161.43,1-00775-0017,"231 25 STREET
New York, NY
(40.599548933131, -74.00225478357)",CHELSEA,D1-ELEVATOR,69,"1,961","50,029","1,411,784",28.22,"389,006",7.78,"1,022,778","7,359,000",147.09,0,1-00773-0027,"225 23 STREET
New York, NY
(40.60058093476, -74.003616757715)",CHELSEA,D7-ELEVATOR,138,"1,930","66,524","1,845,723",27.75,"689,397",10.36,"1,156,326","8,330,000",125.22,0.09,1-00771-0046,196 7 AVENUE,CHELSEA,D7-ELEVATOR,85,1940,"76,450","2,126,075",27.81,"850,889",11.13,"1,275,186","9,185,000",120.14,0.2
1-01499-0071,"1067 5 AVENUE
New York, NY
(40.782529861498, -73.959665592494)",1,10128,40.78265,-73.959594,8,4,"15,002","1,046,926","1,014,990,071",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),D4-ELEVATOR,14,"1,917","50,700","1,607,697",31.71,"528,801",10.43,"1,078,896","8,048,000",158.74,1-01518-0009,"115 89 STREET
New York, NY
(40.622523196482, -74.036716247475)",UPPER EAST SIDE (79-96),D3-ELEVATOR,45,"1,924","52,848","1,722,738",32.6,"596,541",11.29,"1,126,197","8,379,000",158.55,0.22,1-01497-0009,"1150 MADISON AVENUE
New York, NY
(40.780542359813, -73.959045060294)",UPPER EAST SIDE (79-96),D6-ELEVATOR,360,"1,923","472,600","14,804,490",31.33,"4,531,971",9.59,"10,272,519","76,683,000",162.26,0.1,, , , , , , , , , , , , , , 
1-02240-0001,"109 SEAMAN AVENUE
New York, NY
(40.868639945804, -73.923611772339)",1,10034,40.86852,-73.92387,12,10,295,"1,064,970","1,022,400,001",Marble Hill-Inwood                                                         ,INWOOD,C6-WALK-UP,41,"1,918","43,195","562,831",13.03,"266,945",6.18,"295,886","1,925,000",44.57,1-02241-0042,"677 204 STREET
New York, NY
(40.867539035037, -73.923407264785)",INWOOD,C1-WALK-UP,31,"1,915","33,000","332,305",10.07,"162,989",4.94,"169,316","782,000",23.7,0.05,1-02239-0001,"65 SEAMAN AVENUE
New York, NY
(40.86792048818, -73.925590280804)",INWOOD,C1-WALK-UP,46,"1,924","37,460","598,451",15.98,"277,543",7.41,"320,908","2,189,000",58.44,0.11,, , , , , , , , , , , , , , 
1-01342-0037,"336 50 STREET
New York, NY
(40.647157850066, -74.013768239157)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,24,"1,960","13,872","438,633",31.62,"166,603",12.01,"272,030","2,029,000",146.27,1-01342-0027,"360 50 STREET
New York, NY
(40.646913557498, -74.013362465061)",MIDTOWN EAST,C7-WALK-UP,44,"1,965","26,955","1,008,835",37.43,"235,879",8.75,"772,956","5,684,000",210.87,0,1-01344-0020,"347 51 STREET
New York, NY
(40.646541889832, -74.014130246883)",MIDTOWN EAST,D9-ELEVATOR,22,"1,950","11,130","444,924",39.98,"149,553",13.44,"295,371","2,232,000",200.54,0.1,1-01341-0048,306 EAST 49 STREET,MIDTOWN EAST,C7-WALK-UP,17,1900,"11,500","437,574",38.05,"128,186",11.15,"309,388","2,342,000",203.65,0.05
1-01438-0001,"1202 2 AVENUE
New York, NY
(40.763302356512, -73.962363558582)",1,10065,40.763246,-73.962407,8,5,110,"1,044,384","1,014,380,001",Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),D4-ELEVATOR,171,"1,959","146,061","4,912,031",33.63,"1,816,999",12.44,"3,095,032","22,979,000",157.32,1-01439-0030,"1199 1 AVENUE
New York, NY
(40.763113498886, -73.959422775546)",UPPER EAST SIDE (59-79),D6-ELEVATOR,166,"1,962","195,019","6,618,945",33.94,"2,447,488",12.55,"4,171,457","30,952,000",158.71,0.05,1-01418-0045,"1081 3 AVENUE
New York, NY
(40.76448046837, -73.964440992469)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,"1,968","174,273","7,254,016",41.62,"2,249,317",12.91,"5,004,699","37,783,000",216.8,0.14,1-01418-0011,225 EAST 63 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,152,1962,"105,282","5,279,663",50.15,"1,443,257",13.71,"3,836,406","28,741,000",272.99,0.14
1-02179-0205,"187 PINEHURST AVENUE
New York, NY
(40.854511596723, -73.938081863791)",1,10033,40.854267,-73.93814,12,10,273,"1,064,354","1,021,790,205",Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,C6-WALK-UP,49,"1,925","34,200","423,396",12.38,"201,780",5.9,"221,616","1,403,000",41.02,1-02180-0122,"4329 BROADWAY
New York, NY
(40.852533088259, -73.934538534995)",WASHINGTON HEIGHTS UPPER,C7-WALK-UP,51,"1,923","35,270","492,716",13.97,"219,611",6.23,"273,105","1,798,000",50.98,0.18,1-02177-0126,"825 180 STREET
New York, NY
(40.850231339053, -73.939760653893)",WASHINGTON HEIGHTS UPPER,C7-WALK-UP,28,"1,912","24,345","262,410",10.78,"135,711",5.57,"126,699","785,000",32.24,0.29,, , , , , , , , , , , , , , 
1-00537-0033,"520 LA GUARDIA PLACE
New York, NY
(40.72825577703, -73.998795093989)",1,10012,40.728259,-73.998802,2,1,65,"1,008,646","1,005,370,033",West Village                                                               ,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,14,"1,900","22,390","978,891",43.72,"290,846",12.99,"688,045","5,183,000",231.49,1-00543-0048,"136 4 STREET
New York, NY
(40.676702889667, -73.993188867315)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,"1,929","20,874","667,901",32,"198,944",9.53,"468,957","3,496,000",167.48,0.15,1-00532-0030,"81 BLEECKER STREET
New York, NY
(40.726825855003, -73.996465849933)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,43,"1,900","26,382","1,319,175",50,"370,847",14.06,"948,328","7,106,000",269.35,0.19,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,"48,544","2,122,417",43.72,"630,509",12.99,"1,491,908","11,238,000",231.5,0.26
1-00841-0070,"36 40 STREET
New York, NY
(40.596514356996, -73.987493056397)",1,,,,,,,,,,FASHION,D4-ELEVATOR,11,"1,930","11,666","395,477",33.9,"137,892",11.82,"257,585","1,911,000",163.81,1-00935-0053,"312 30 STREET
New York, NY
(40.749982399583, -73.996119030285)",KIPS BAY,D9-ELEVATOR,67,"1,986","47,820","1,656,890",34.65,"580,343",12.14,"1,076,547","7,971,000",166.69,0.84,1-01075-0047,"530 47 STREET
New York, NY
(40.64634797632, -74.007899276617)",CLINTON,D9-ELEVATOR,33,"1,999","22,500","769,304",34.19,"228,698",10.16,"540,606","4,006,000",178.04,0.92,, , , , , , , , , , , , , , 
1-01412-0071,"875 PARK AVENUE
New York, NY
(40.774660793742, -73.96107752808)",1,10075,40.774711,-73.96118,8,4,140,"1,043,221","1,014,120,071",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,50,"1,912","158,445","5,612,122",35.42,"1,920,353",12.12,"3,691,769","27,292,000",172.25,1-01492-0036,"920 PARK AVENUE
New York, NY
(40.776583711197, -73.959991538052)",UPPER EAST SIDE (79-96),D9-ELEVATOR,72,"1,962","155,544","5,895,071",37.9,"2,014,709",12.95,"3,880,362","29,372,000",188.83,0.19,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.771908868332, -73.961122494181)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,"1,923","71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.18,, , , , , , , , , , , , , , 
1-01206-0042,"10 93 STREET
New York, NY
(40.618574337847, -74.039324677643)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,24,"1,915","21,692","574,838",26.5,"213,666",9.85,"361,172","2,145,000",98.88,1-01241-0038,"204 94 STREET
New York, NY
(40.618529330097, -74.0358424351)",UPPER WEST SIDE (79-96),D1-ELEVATOR,30,"1,910","17,760","472,756",26.62,"175,787",9.9,"296,969","2,147,000",120.89,0.3,1-01870-0037,"206 99 STREET
New York, NY
(40.614481505238, -74.03514568894)",UPPER WEST SIDE (96-116),D1-ELEVATOR,25,"1,925","23,964","600,387",25.05,"156,619",6.54,"443,768","3,223,000",134.49,0.42,, , , , , , , , , , , , , , 
1-01241-0052,"2511 BROADWAY
New York, NY
(40.793231793647, -73.972957572087)",1,10025,40.793084,-73.972939,7,6,179,"1,033,653","1,012,410,052",Upper West Side                                                            ,UPPER WEST SIDE (79-96),D4-ELEVATOR,150,"1,925","280,809","7,126,932",25.38,"2,080,795",7.41,"5,046,137","36,593,000",130.31,1-01241-0001,"680 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (79-96),D3-ELEVATOR,63,"1,917","154,800","3,057,151",19.75,"891,230",5.76,"2,165,921","15,503,000",100.15,0,1-01241-0061,"698 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (79-96),D3-ELEVATOR,90,"1,925","91,494","2,411,754",26.36,"1,015,109",11.09,"1,396,645","10,105,000",110.44,0,1-01240-0010,2481 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,91,1925,"132,975","3,375,132",25.38,"984,768",7.41,"2,390,364","17,334,000",130.36,0.05
1-00576-0066,"49 12 STREET
New York, NY
(40.671429826363, -73.996171026163)",1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,80,"1,952","67,421","2,562,000",38,"820,600",12.17,"1,741,400","13,180,000",195.49,1-00575-0077,"55 11 STREET
New York, NY
(40.671044407806, -73.993574423385)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,"1,924","63,943","2,450,267",38.32,"838,784",13.12,"1,611,483","12,194,000",190.7,0.05,1-00576-0076,"71 12 STREET
New York, NY
(40.671131483763, -73.995539469751)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,"1,922","37,824","1,088,095",28.77,"228,499",6.04,"859,596","6,455,000",170.66,0,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,"59,299","2,256,204",38.05,"818,227",13.8,"1,437,977","10,884,000",183.54,0.16
1-02084-0016,"529 152 STREET
New York, NY
(40.830027563678, -73.945201124275)",1,,,,,,,,,,HARLEM-UPPER,C6-WALK-UP,20,"1,900","9,410","115,084",12.23,"55,143",5.86,"59,941","380,000",40.38,1-02118-0046,"515 159 STREET
New York, NY
(40.834326624975, -73.941554728538)",WASHINGTON HEIGHTS LOWER,C4-WALK-UP,16,"1,905","9,650","113,203",11.73,"56,804",5.89,"56,399","315,000",32.64,0.35,1-02026-0020,"215 140 STREET
New York, NY
(40.818727726596, -73.94190820041)",HARLEM-CENTRAL,C1-WALK-UP,15,"1,920","10,703","136,246",12.73,"100,361",9.38,"35,885","240,000",22.42,0.78,, , , , , , , , , , , , , , 
1-00916-0055,"210 36 STREET
New York, NY
(40.656049260743, -74.007342316991)",1,,,,,,,,,,MURRAY HILL,D4-ELEVATOR,104,"1,960","61,839","2,023,372",32.72,"610,351",9.87,"1,413,021","10,510,000",169.96,1-00916-0001,"525 3 AVENUE
New York, NY
(40.746530000665, -73.977526127996)",MURRAY HILL,D6-ELEVATOR,93,"1,928","76,024","2,456,227",32.31,"677,545",8.91,"1,778,682","13,241,000",174.17,0,1-00914-0011,"221 33 STREET
New York, NY
(40.65543274854, -74.001672421494)",MURRAY HILL,D9-ELEVATOR,45,"1,900","35,508","1,176,366",33.13,"384,484",10.83,"791,882","5,885,000",165.74,0.1,, , , , , , , , , , , , , , 
1-01406-0050,"158 72 STREET
New York, NY
(40.634496785928, -74.031205936497)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,21,"1,928","63,229","2,144,095",33.91,"633,555",10.02,"1,510,540","11,209,000",177.28,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.771908868332, -73.961122494181)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,"1,923","71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.16,1-01409-0042,"192 75 STREET
New York, NY
(40.632130015803, -74.030723663133)",UPPER EAST SIDE (59-79),D6-ELEVATOR,43,"1,927","40,249","1,408,542",35,"315,371",7.84,"1,093,171","8,088,000",200.95,0.16,, , , , , , , , , , , , , , 
1-00741-0041,"310 18 STREET
New York, NY
(40.661607750951, -73.989371932363)",1,,,,,,,,,,CHELSEA,C6-WALK-UP,17,"1,900","7,700","314,776",40.88,"104,104",13.52,"210,672","1,591,000",206.62,1-00741-0034,"151 8 AVENUE
New York, NY
(40.742006410858, -74.000872527876)",CHELSEA,C4-WALK-UP,18,"1,900","14,375","859,419",59.79,"170,253",11.84,"689,166","5,119,000",356.1,0,1-00741-0002,"110 9 AVENUE
New York, NY
(40.743031637971, -74.003849283793)",CHELSEA,C7-WALK-UP,19,"1,910","10,420","425,962",40.88,"140,901",13.52,"285,061","2,153,000",206.62,0,1-00741-0001,108 9 AVENUE,CHELSEA,C7-WALK-UP,19,1910,"12,197","425,962",34.92,"145,386",11.92,"280,576","2,076,000",170.21,0
1-00720-0077,"460 23 STREET
New York, NY
(40.736258535207, -73.977515166859)",1,,,,,,,,,,CHELSEA,C6-WALK-UP,11,"1,900","6,135","185,706",30.27,"59,387",9.68,"126,319","946,000",154.2,1-00694-0031,"203 10 AVENUE
New York, NY
(40.747168519306, -74.004559748197)",CHELSEA,C7-WALK-UP,9,"1,905","8,520","272,338",31.96,"71,133",8.35,"201,205","3,120,000",366.2,0.17,1-00770-0034,"207 20 STREET
New York, NY
(40.602260565251, -74.005430808695)",CHELSEA,C1-WALK-UP,10,"1,900","5,096","110,590",21.7,"61,237",12.02,"49,353","1,185,000",232.54,0.35,, , , , , , , , , , , , , , 
1-01411-0053,"1091 LEXINGTON AVENUE
New York, NY
(40.773446709002, -73.959971361984)",1,10075,40.773412,-73.960011,8,4,128,"1,043,180","1,014,110,053",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,104,"1,959","190,358","6,291,332",33.05,"1,875,026",9.85,"4,416,306","32,828,000",172.45,1-01409-0021,"1033 LEXINGTON AVENUE
New York, NY
(40.771908868332, -73.961122494181)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,"1,923","71,189","2,336,130",32.82,"868,302",12.2,"1,467,828","10,916,000",153.34,0.1,1-01427-0028,"1393 2 AVENUE
New York, NY
(40.769273854786, -73.957992853519)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,"1,964","166,432","5,538,468",33.28,"1,246,428",7.49,"4,292,040","31,890,000",191.61,0.23,, , , , , , , , , , , , , , 
1-01441-0017,"333 66 STREET
New York, NY
(40.637246561005, -74.021534045442)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,191,"1,964","151,009","5,125,245",33.94,"1,812,108",12,"3,313,137","24,584,000",162.8,1-01424-0010,"219 69 STREET
New York, NY
(40.636396520941, -74.028079748202)",UPPER EAST SIDE (59-79),D3-ELEVATOR,145,"1,957","163,875","4,914,187",29.99,"1,259,445",7.69,"3,654,742","27,376,000",167.05,0.2,1-01418-0045,"1081 3 AVENUE
New York, NY
(40.76448046837, -73.964440992469)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,"1,968","174,273","7,254,016",41.62,"2,249,317",12.91,"5,004,699","37,783,000",216.8,0.2,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,"182,345","5,854,071",32.1,"1,443,159",7.91,"4,410,912","32,876,000",180.3,0.17
1-01916-0029,"421 LENOX AVENUE
New York, NY
(40.811685881688, -73.942713372242)",1,10037,40.81171,-73.942626,10,9,226,"1,058,102","1,019,160,029",Central Harlem North-Polo Grounds                                          ,HARLEM-CENTRAL,C6-WALK-UP,13,"1,910","8,349","127,573",15.28,"60,447",7.24,"67,126","406,000",48.63,1-01913-0048,"134 129 STREET
New York, NY
(40.792801850408, -73.838905898318)",HARLEM-CENTRAL,C4-WALK-UP,11,"1,910","9,235","117,004",12.67,"69,756",7.55,"47,248","316,000",34.22,0.15,1-01918-0060,"2275 ADAM
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,C7-WALK-UP,18,"1,926","8,581","153,453",17.88,"74,924",8.73,"78,529","566,000",65.96,0.1,, , , , , , , , , , , , , , 
1-00468-0048,"227 12 STREET
New York, NY
(40.668427648365, -73.989911204707)",1,,,,,,,,,,EAST VILLAGE,C6-WALK-UP,16,"1,920","6,024","224,755",37.31,"64,878",10.77,"159,877","1,176,000",195.22,1-00468-0044,"235 12 STREET
New York, NY
(40.668278398119, -73.989608040144)",EAST VILLAGE,C1-WALK-UP,20,"1,920","8,240","266,103",32.29,"77,345",9.39,"188,758","1,405,000",170.51,0,1-00468-0045,"233 12 STREET
New York, NY
(40.668315710687, -73.989683831298)",EAST VILLAGE,C5-WALK-UP,22,"1,930","10,746","454,878",42.33,"154,742",14.4,"300,136","2,265,000",210.78,0,, , , , , , , , , , , , , , 
1-01506-0003,"1133 5 AVENUE
New York, NY
(40.786819627578, -73.956499978951)",1,10128,40.786909,-73.956478,8,4,"16,001","1,047,390","1,015,060,003",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),D4-ELEVATOR,19,"1,928","60,192","1,784,693",29.65,"424,354",7.05,"1,360,339","10,197,000",169.41,1-01602-0033,"1240 PARK AVENUE
New York, NY
(40.786837614018, -73.952515982361)",UPPER EAST SIDE (96-110),D7-ELEVATOR,39,"1,920","47,822","1,628,817",34.06,"570,038",11.92,"1,058,779","7,849,000",164.13,0.14,1-01522-0158,"1442 LEXINGTON AVENUE
New York, NY
(40.78442743098, -73.951967395923)",UPPER EAST SIDE (79-96),D7-ELEVATOR,17,"1,920","15,596","553,034",35.46,"193,546",12.41,"359,488","2,657,000",170.36,0.2,1-01602-0050,1391 MADISON AVENUE,UPPER EAST SIDE (96-110),D7-ELEVATOR,48,1920,"44,184","1,206,931",27.32,"340,829",7.71,"866,102","6,247,000",141.39,0.14
